Código de barras,Descripción,Precio,Precio anterior,Oferta,Stand,Foto,Stock
7791000073660,Kindel Algodón hidrófilo 200g,3950,,,47,,68
7791000073677,Farmax Algodón hidrófilo 200g,17950,,,47,,102
7791000073684,Kindel Test de embarazo uso hospitalario,36100,,,47,/img/demo/prod-2.svg,
7791000073691,Kindel Collarín cervical blando uso hospitalario,22900,,,47,,65
7791000073707,Biofem Algodón hidrófilo 200g,13650,,,47,,134
7791000073714,Kindel Antiséptico en spray 100ml,21050,,,47,,128
7791000073721,Femina Botiquín primeros auxilios completo pack familiar,19150,,,47,,152
7791000073738,Biofem Tensiómetro digital de brazo x2,17200,,,47,,
7791000073745,Kindel Jeringa descartable 5ml x10,34200,38000,,47,,243
7791000073752,Femina Botiquín primeros auxilios completo,6700,,,47,,208
7791000073769,Femina Algodón hidrófilo 200g x2,19100,,,47,,53
7791000073776,Femina Barbijo tricapa x50 uso hospitalario,1250,,,47,,225
7791000073783,Kindel Agua oxigenada 10 vol 500ml,11100,,,47,,
7791000073790,Biofem Algodón hidrófilo 200g uso hospitalario,5850,,,47,,
7791000073806,Biofem Jeringa descartable 5ml x10 pack familiar,8950,,,47,,
7791000073813,Biofem Botiquín primeros auxilios completo pack familiar,9300,,,47,,
7791000073820,Biofem Algodón hidrófilo 200g pack familiar,2100,,,47,,180
7791000073837,Farmax Tensiómetro digital de brazo pack familiar,1500,,,47,,
7791000073844,Biofem Jeringa descartable 5ml x10,30100,,,47,/img/demo/prod-3.svg,
7791000073851,Farmax Agua oxigenada 10 vol 500ml,4100,,3x2,47,,133
7791000073868,Biofem Apósitos adhesivos x20,28400,,,47,/img/demo/prod-3.svg,40
7791000073875,Kindel Bolsa de agua caliente 2L uso hospitalario,27200,,,47,,173
7791000073882,Kindel Antiséptico en spray 100ml uso hospitalario,21350,,,47,,148
7791000073899,Biofem Barbijo tricapa x50 x2,7950,,,47,,
7791000073905,Femina Termómetro digital x2,1550,,3x2,47,/img/demo/prod-4.svg,
7791000073912,Farmax Botiquín primeros auxilios completo uso hospitalario,3000,,,47,,
7791000073929,Biofem Agua oxigenada 10 vol 500ml,17550,,,47,,229
7791000073936,Femina Barbijo tricapa x50 x2,6700,,,47,,222
7791000073943,Femina Solución fisiológica 500ml x2,4100,6300,Oferta,47,,
7791000073950,Femina Solución fisiológica 500ml pack familiar,14300,16800,,47,,229
7791000073967,Farmax Solución fisiológica 500ml x2,35100,,,47,,139
7791000073974,Biofem Tensiómetro digital de brazo uso hospitalario,10800,,,47,,47
7791000073981,Kindel Gasas estériles 10x10 x10 uso hospitalario,24950,,,47,,8
7791000073998,Farmax Agua oxigenada 10 vol 500ml uso hospitalario,24350,37450,Oferta,47,,
7791000074001,Farmax Gasas estériles 10x10 x10,18450,,,47,,22
7791000074018,Kindel Cinta hipoalergénica 2.5cm x2,15650,,,47,,182
7791000074025,Farmax Solución fisiológica 500ml,17900,29850,,47,,216
7791000074032,Farmax Collarín cervical blando pack familiar,7550,,,47,/img/demo/prod-1.svg,32
7791000074049,Kindel Tensiómetro digital de brazo,38950,,,47,,32
7791000074056,Femina Venda elástica 10cm pack familiar,5550,,,47,,
7791000074063,Biofem Solución fisiológica 500ml x2,3900,,,47,,
7791000074070,Nutrimax Solución fisiológica 500ml x2,3250,,,48,,215
7791000074087,Serenol Botiquín primeros auxilios completo pack familiar,15500,,,48,/img/demo/prod-5.svg,
7791000074094,Serenol Tensiómetro digital de brazo pack familiar,1550,,,48,,
7791000074100,Biosol Gasas estériles 10x10 x10 pack familiar,42100,,,48,,3
7791000074117,Nutrimax Test de embarazo uso hospitalario,2200,,,48,,
7791000074124,Biosol Tensiómetro digital de brazo,7350,,,48,,17
7791000074131,Biosol Apósitos adhesivos x20,6150,,,48,,7
7791000074148,Serenol Oxímetro de pulso pack familiar,3000,,,48,,163
7791000074155,Genbio Guantes de nitrilo x100 pack familiar,23900,29900,,48,,
7791000074162,Serenol Antiséptico en spray 100ml x2,3450,,,48,,
7791000074179,Nutrimax Collarín cervical blando uso hospitalario,21450,,,48,,111
7791000074186,Serenol Barbijo tricapa x50 uso hospitalario,1200,,,48,,
7791000074193,Serenol Test de embarazo uso hospitalario,34950,,,48,,
7791000074209,Genbio Agua oxigenada 10 vol 500ml uso hospitalario,1250,2100,,48,,44
7791000074216,Biosol Guantes de nitrilo x100 uso hospitalario,26800,,,48,,96
7791000074223,Nutrimax Alcohol etílico 96% 500ml,4150,,,48,,
7791000074230,Nutrimax Solución fisiológica 500ml pack familiar,18250,,,48,,61
7791000074247,Nutrimax Oxímetro de pulso uso hospitalario,11450,,,48,,52
7791000074254,Genbio Férula inmovilizadora de dedo uso hospitalario,7700,,,48,,214
7791000074261,Nutrimax Férula inmovilizadora de dedo uso hospitalario,1250,,,48,,
7791000074278,Biosol Bolsa de agua caliente 2L uso hospitalario,6000,,,48,,241
7791000074285,Biosol Alcohol etílico 96% 500ml pack familiar,23600,,,48,,
7791000074292,Nutrimax Botiquín primeros auxilios completo,6050,,,48,,
7791000074308,Nutrimax Venda elástica 10cm uso hospitalario,1450,,,48,,229
7791000074315,Genbio Bolsa de agua caliente 2L pack familiar,3700,5300,Oferta,48,,192
7791000074322,Biosol Apósitos adhesivos x20 pack familiar,9400,10450,,48,,102
7791000074339,Nutrimax Jeringa descartable 5ml x10 uso hospitalario,11550,,Combo,48,,85
7791000074346,Genbio Gasas estériles 10x10 x10 pack familiar,13300,,,48,,
7791000074353,Serenol Barbijo tricapa x50,11550,,,48,,
7791000074360,Biosol Termómetro digital x2,7500,,,48,/img/demo/prod-2.svg,13
7791000074377,Biosol Férula inmovilizadora de dedo uso hospitalario,4950,,,48,,
7791000074384,Serenol Guantes de nitrilo x100,4000,,,48,,45
7791000074391,Biosol Tensiómetro digital de brazo x2,1650,,,48,,
7791000074407,Nutrimax Test de embarazo x2,21450,,,48,,
7791000074414,Nutrimax Bolsa de agua caliente 2L x2,20050,,,48,,
7791000074421,Biosol Algodón hidrófilo 200g x2,14450,,,48,,
7791000074438,Genbio Agua oxigenada 10 vol 500ml,15300,,,48,,
7791000074445,Genbio Botiquín primeros auxilios completo x2,42550,,2x1,48,,
7791000074452,Biosol Collarín cervical blando,16400,,,48,,
7791000074469,Genbio Termómetro digital,9350,,Lanzamiento,48,,
7791000074476,Nutrimax Bolsa de agua caliente 2L pack familiar,2350,,,48,,
7791000074483,Serenol Férula inmovilizadora de dedo uso hospitalario,32800,,,48,/img/demo/prod-8.svg,49
7791000074490,Genbio Venda elástica 10cm pack familiar,2250,,3x2,48,,
7791000074506,Serenol Agua oxigenada 10 vol 500ml x2,8850,,,48,,172
7791000074513,Serenol Antiséptico en spray 100ml,16100,,Lanzamiento,48,,0
7791000074520,Biosol Tensiómetro digital de brazo pack familiar,1600,,,48,,
7791000074537,Serenol Termómetro digital,13950,,,48,/img/demo/prod-1.svg,
7791000074544,Genbio Bolsa de agua caliente 2L,13300,,,48,,
7791000074551,Serenol Alcohol etílico 96% 500ml uso hospitalario,6700,7450,,48,,186
7791000074568,Serenol Cinta hipoalergénica 2.5cm uso hospitalario,26950,,,48,/img/demo/prod-4.svg,99
7791000074575,Biosol Férula inmovilizadora de dedo x2,1250,,,48,,
7791000074582,Biosol Agua oxigenada 10 vol 500ml,4700,,,48,,
7791000074599,Nutrimax Botiquín primeros auxilios completo x2,35000,,,48,,78
7791000074605,Genbio Apósitos adhesivos x20 uso hospitalario,10650,,,48,,
7791000074612,Nutrimax Test de embarazo,34000,,,48,,150
7791000074629,Biosol Collarín cervical blando x2,9000,,2x1,48,,
7791000074636,Nutrimax Tensiómetro digital de brazo uso hospitalario,19800,,,48,,
7791000074643,Nutrimax Gasas estériles 10x10 x10,5900,,,48,,212
7791000074650,Genbio Solución fisiológica 500ml,8500,,Lanzamiento,48,,
7791000074667,Biosol Solución fisiológica 500ml uso hospitalario,1550,2600,Oferta,48,,19
7791000074674,Genbio Oxímetro de pulso x2,2800,,,48,,
7791000074681,Genbio Agua oxigenada 10 vol 500ml pack familiar,11500,,,48,,225
7791000074698,Genbio Antiséptico en spray 100ml uso hospitalario,1950,,,48,,
7791000074704,Biosol Alcohol etílico 96% 500ml,4000,,,48,,
7791000074711,Biosol Apósitos adhesivos x20 uso hospitalario,3200,,,48,/img/demo/prod-6.svg,212
7791000074728,Biosol Antiséptico en spray 100ml pack familiar,30650,,,48,,81
7791000074735,Nutrimax Venda elástica 10cm x2,5550,,,48,,217
7791000074742,Genbio Algodón hidrófilo 200g,31550,,,48,,171
7791000074759,Biosol Apósitos adhesivos x20 x2,15950,,,48,,
7791000074766,Biosol Cinta hipoalergénica 2.5cm,5900,,,48,,
7791000074773,Serenol Férula inmovilizadora de dedo,2300,4600,,48,,0
7791000074780,Genbio Oxímetro de pulso,20300,22550,,48,/img/demo/prod-2.svg,
7791000074797,Biosol Venda elástica 10cm uso hospitalario,1350,,,48,,
7791000074803,Serenol Termómetro digital pack familiar,14250,,,48,,157
7791000074810,Serenol Collarín cervical blando uso hospitalario,4150,,,48,/img/demo/prod-4.svg,
7791000074827,Serenol Termómetro digital x2,19300,27550,,48,/img/demo/prod-5.svg,
7791000074834,Genbio Férula inmovilizadora de dedo pack familiar,8650,,,48,,118
7791000074841,Genbio Cinta hipoalergénica 2.5cm pack familiar,3600,,,48,,175
7791000074858,Serenol Botiquín primeros auxilios completo x2,25250,,,48,,66
7791000074865,Nutrimax Férula inmovilizadora de dedo x2,14500,,,48,,214
7791000074872,Genbio Alcohol etílico 96% 500ml,25850,,,48,,0
7791000074889,Biosol Guantes de nitrilo x100,41700,,,48,,
7791000074896,Genbio Solución fisiológica 500ml x2,4750,,,48,,
7791000074902,Nutrimax Alcohol etílico 96% 500ml x2,18550,,,48,,44
7791000074919,Nutrimax Oxímetro de pulso pack familiar,4250,,,48,,36
7791000074926,Serenol Jeringa descartable 5ml x10 uso hospitalario,2350,,,48,,99
7791000074933,Genbio Test de embarazo x2,1800,,Combo,48,,84
7791000074940,Nutrimax Gasas estériles 10x10 x10 uso hospitalario,10350,,,48,,18
7791000074957,Genbio Guantes de nitrilo x100,13650,,,48,,9
7791000074964,Serenol Oxímetro de pulso,5400,,,48,,
7791000074971,Nutrimax Férula inmovilizadora de dedo,17850,,,48,,37
7791000074988,Biosol Bolsa de agua caliente 2L,12100,,,48,,
7791000074995,Biosol Barbijo tricapa x50 pack familiar,16500,,,48,,
7791000075008,Biosol Cinta hipoalergénica 2.5cm uso hospitalario,1250,,,48,/img/demo/prod-1.svg,
7791000075015,Nutrimax Termómetro digital,9800,,,48,,
7791000075022,Nutrimax Venda elástica 10cm,12700,,,48,/img/demo/prod-1.svg,
7791000075039,Genbio Guantes de nitrilo x100 x2,5700,,,48,,
7791000075046,Genbio Antiséptico en spray 100ml x2,6400,,,48,,
7791000075053,Nutrimax Algodón hidrófilo 200g pack familiar,1600,1900,Oferta,48,,19
7791000075060,Biosol Férula inmovilizadora de dedo,25400,42350,,48,,242
7791000075077,Genbio Alcohol etílico 96% 500ml pack familiar,7850,,,48,,
7791000075084,Biosol Guantes de nitrilo x100 pack familiar,3300,,,48,,164
7791000075091,Nutrimax Test de embarazo pack familiar,8950,,,48,,
7791000075107,Genbio Tensiómetro digital de brazo,2200,2950,,48,,215
7791000075114,Serenol Botiquín primeros auxilios completo uso hospitalario,10500,,,48,,
7791000075121,Nutrimax Apósitos adhesivos x20 x2,12950,,Combo,48,,127
7791000075138,Genbio Test de embarazo pack familiar,1550,,2x1,48,,
7791000075145,Genbio Algodón hidrófilo 200g x2,13400,,,48,,
7791000075152,Serenol Férula inmovilizadora de dedo x2,31500,,,48,,
7791000075169,Biosol Gasas estériles 10x10 x10,18200,,,48,,
7791000075176,Serenol Férula inmovilizadora de dedo pack familiar,7700,12850,Oferta,48,,37
7791000075183,Biosol Oxímetro de pulso x2,11250,,,48,,
7791000075190,Nutrimax Barbijo tricapa x50 x2,7750,,,48,/img/demo/prod-7.svg,
7791000075206,Serenol Test de embarazo x2,3500,,,48,,
7791000075213,Nutrimax Antiséptico en spray 100ml,2650,,,48,,
7791000075220,Genbio Apósitos adhesivos x20 x2,6700,,,48,,82
7791000075237,Genbio Cinta hipoalergénica 2.5cm,2450,,,48,,0
7791000075244,Biosol Termómetro digital uso hospitalario,18150,,,48,,195
7791000075251,Biosol Férula inmovilizadora de dedo pack familiar,17750,,,48,,71
7791000075268,Serenol Venda elástica 10cm x2,9050,,,48,,0
7791000075275,Nutrimax Termómetro digital pack familiar,13150,,,48,,
7791000075282,Biosol Jeringa descartable 5ml x10 x2,16850,,,48,,0
7791000075299,Serenol Agua oxigenada 10 vol 500ml uso hospitalario,8450,13000,,48,/img/demo/prod-3.svg,
7791000075305,Nutrimax Tensiómetro digital de brazo x2,6200,8250,,48,,
7791000075312,Genbio Férula inmovilizadora de dedo,28900,,,48,,34
7791000075329,Serenol Gasas estériles 10x10 x10 uso hospitalario,8300,,,48,,
7791000075336,Nutrimax Solución fisiológica 500ml,23550,,,48,/img/demo/prod-4.svg,0
7791000075343,Genbio Termómetro digital x2,8300,,,48,/img/demo/prod-7.svg,
7791000075350,Nutrimax Collarín cervical blando x2,37200,,,48,,
7791000075367,Nutrimax Jeringa descartable 5ml x10 x2,8800,,,48,,
7791000075374,Serenol Collarín cervical blando,13800,,,48,,
7791000075381,Genbio Apósitos adhesivos x20 pack familiar,16950,,,48,,
7791000075398,Genbio Oxímetro de pulso uso hospitalario,28300,,,48,,89
7791000075404,Serenol Venda elástica 10cm,2050,,,48,,
7791000075411,Genbio Gasas estériles 10x10 x10 uso hospitalario,20300,,,48,,144
7791000075428,Genbio Collarín cervical blando pack familiar,3050,,,48,,
7791000075435,Serenol Algodón hidrófilo 200g x2,2750,,,48,,117
7791000075442,Serenol Bolsa de agua caliente 2L,2950,,,48,,6
7791000075459,Biosol Algodón hidrófilo 200g,15900,,,48,,134
7791000075466,Biosol Oxímetro de pulso,2300,,,48,,
7791000075473,Genbio Cinta hipoalergénica 2.5cm uso hospitalario,19400,32350,,48,,
7791000075480,Nutrimax Botiquín primeros auxilios completo uso hospitalario,22550,,,48,,
7791000075497,Serenol Alcohol etílico 96% 500ml x2,6450,,,48,,
7791000075503,Genbio Antiséptico en spray 100ml,34300,38100,,48,,43
7791000075510,Biosol Venda elástica 10cm x2,17500,19450,,48,,45
7791000075527,Genbio Barbijo tricapa x50,14850,,,48,,18
7791000075534,Serenol Test de embarazo pack familiar,1850,,,48,,
7791000075541,Nutrimax Cinta hipoalergénica 2.5cm x2,5450,,,48,,82
7791000075558,Genbio Venda elástica 10cm,4750,,,48,,
7791000075565,Serenol Guantes de nitrilo x100 pack familiar,1600,3200,Oferta,48,,
7791000075572,Genbio Jeringa descartable 5ml x10 x2,18950,,,48,,
7791000075589,Genbio Bolsa de agua caliente 2L uso hospitalario,14600,,,48,,68
7791000075596,Nutrimax Botiquín primeros auxilios completo pack familiar,31200,48000,,48,,63
7791000075602,Biosol Antiséptico en spray 100ml,15200,25350,,48,,
7791000075619,Nutrimax Barbijo tricapa x50 pack familiar,36300,,,48,,
7791000075626,Puravit Gasas estériles 10x10 x10 x2,21000,23350,,49,,
7791000075633,Pielsana Test de embarazo pack familiar,6700,,,49,,
7791000075640,Pielsana Guantes de nitrilo x100 uso hospitalario,28650,,,49,,118
7791000075657,Kindel Apósitos adhesivos x20 pack familiar,9250,,,49,,208
7791000075664,Pielsana Barbijo tricapa x50,9850,,Lanzamiento,49,,
7791000075671,Kindel Jeringa descartable 5ml x10 uso hospitalario,8200,,,49,,
7791000075688,Kindel Alcohol etílico 96% 500ml x2,1300,1450,,49,,
7791000075695,Pielsana Tensiómetro digital de brazo,10650,,,49,,0
7791000075701,Pielsana Algodón hidrófilo 200g pack familiar,38650,77300,,49,,197
7791000075718,Puravit Solución fisiológica 500ml uso hospitalario,4550,7600,,49,,
7791000075725,Puravit Botiquín primeros auxilios completo,2950,4900,,49,,
7791000075732,Puravit Test de embarazo x2,18950,,,49,,215
7791000075749,Kindel Guantes de nitrilo x100 pack familiar,3650,,,49,,95
7791000075756,Kindel Oxímetro de pulso uso hospitalario,24750,,,49,,145
7791000075763,Kindel Venda elástica 10cm,11900,,,49,,171
7791000075770,Pielsana Antiséptico en spray 100ml uso hospitalario,9400,,,49,,
7791000075787,Pielsana Férula inmovilizadora de dedo pack familiar,12750,,,49,,242
7791000075794,Kindel Venda elástica 10cm pack familiar,8550,,,49,,
7791000075800,Puravit Solución fisiológica 500ml x2,5000,,,49,,28
7791000075817,Kindel Test de embarazo uso hospitalario,6500,,,49,,
7791000075824,Puravit Férula inmovilizadora de dedo,23050,,,49,,124
7791000075831,Kindel Test de embarazo,9850,,,49,,
7791000075848,Pielsana Cinta hipoalergénica 2.5cm,11050,,,49,,5
7791000075855,Puravit Termómetro digital,10550,,Lanzamiento,49,,182
7791000075862,Kindel Agua oxigenada 10 vol 500ml,8650,9600,,49,,
7791000075879,Kindel Botiquín primeros auxilios completo,10450,,Lanzamiento,49,,0
7791000075886,Kindel Cinta hipoalergénica 2.5cm uso hospitalario,4300,,,49,/img/demo/prod-2.svg,151
7791000075893,Puravit Algodón hidrófilo 200g,19150,,,49,,
7791000075909,Puravit Tensiómetro digital de brazo x2,5900,,,49,,
7791000075916,Puravit Jeringa descartable 5ml x10 uso hospitalario,6600,,,49,,
7791000075923,Pielsana Botiquín primeros auxilios completo pack familiar,5050,,,49,,
7791000075930,Puravit Antiséptico en spray 100ml pack familiar,23500,,,49,,12
7791000075947,Kindel Gasas estériles 10x10 x10 x2,4500,,,49,,139
7791000075954,Pielsana Gasas estériles 10x10 x10 x2,3550,,,49,,
7791000075961,Puravit Barbijo tricapa x50 uso hospitalario,1750,,,49,,87
7791000075978,Puravit Agua oxigenada 10 vol 500ml x2,16300,,,49,,
7791000075985,Puravit Algodón hidrófilo 200g x2,11500,13550,Oferta,49,/img/demo/prod-1.svg,79
7791000075992,Kindel Tensiómetro digital de brazo x2,11200,,,49,,
7791000076005,Pielsana Solución fisiológica 500ml,9250,,,49,,
7791000076012,Puravit Apósitos adhesivos x20 pack familiar,15850,,,49,/img/demo/prod-5.svg,169
7791000076029,Kindel Apósitos adhesivos x20 x2,23950,,,49,,
7791000076036,Pielsana Alcohol etílico 96% 500ml,11650,,,49,,
7791000076043,Pielsana Jeringa descartable 5ml x10 x2,37850,,,49,,168
7791000076050,Puravit Tensiómetro digital de brazo uso hospitalario,1350,,,49,,64
7791000076067,Pielsana Oxímetro de pulso x2,6950,,,49,,
7791000076074,Pielsana Tensiómetro digital de brazo x2,12400,,,49,,
7791000076081,Kindel Botiquín primeros auxilios completo x2,3700,,,49,,
7791000076098,Puravit Alcohol etílico 96% 500ml pack familiar,2850,,,49,,
7791000076104,Kindel Tensiómetro digital de brazo pack familiar,5800,,,49,,
7791000076111,Puravit Algodón hidrófilo 200g pack familiar,7050,,,49,/img/demo/prod-1.svg,
7791000076128,Puravit Férula inmovilizadora de dedo x2,13950,,,49,,33
7791000076135,Puravit Apósitos adhesivos x20 uso hospitalario,4300,,Combo,49,,164
7791000076142,Puravit Oxímetro de pulso pack familiar,9650,,,49,,99
7791000076159,Puravit Test de embarazo pack familiar,12500,,,49,,0
7791000076166,Puravit Bolsa de agua caliente 2L x2,6250,,,49,,
7791000076173,Puravit Antiséptico en spray 100ml x2,26800,,,49,,72
7791000076180,Pielsana Antiséptico en spray 100ml pack familiar,15750,,,49,,
7791000076197,Kindel Antiséptico en spray 100ml pack familiar,15200,,,49,,0
7791000076203,Pielsana Botiquín primeros auxilios completo,2400,,,49,,
7791000076210,Puravit Cinta hipoalergénica 2.5cm pack familiar,7450,,,49,,
7791000076227,Pielsana Venda elástica 10cm,3350,,,49,/img/demo/prod-3.svg,51
7791000076234,Pielsana Alcohol etílico 96% 500ml uso hospitalario,12200,13550,Oferta,49,,
7791000076241,Kindel Venda elástica 10cm uso hospitalario,17750,,,49,,58
7791000076258,Puravit Venda elástica 10cm pack familiar,4450,,,49,,207
7791000076265,Kindel Gasas estériles 10x10 x10,2500,,,49,,
7791000076272,Kindel Cinta hipoalergénica 2.5cm,15900,,,49,,
7791000076289,Pielsana Botiquín primeros auxilios completo x2,5450,6800,Oferta,49,,
7791000076296,Pielsana Jeringa descartable 5ml x10,2850,,,49,,50
7791000076302,Pielsana Apósitos adhesivos x20 x2,8200,,,49,/img/demo/prod-1.svg,
7791000076319,Puravit Oxímetro de pulso uso hospitalario,3600,,,49,,
7791000076326,Puravit Gasas estériles 10x10 x10 uso hospitalario,38050,54350,,49,,121
7791000076333,Puravit Guantes de nitrilo x100 x2,15450,,,49,,69
7791000076340,Pielsana Cinta hipoalergénica 2.5cm uso hospitalario,6500,,2x1,49,,160
7791000076357,Puravit Test de embarazo,15050,,,49,/img/demo/prod-1.svg,227
7791000076364,Puravit Antiséptico en spray 100ml uso hospitalario,3650,,,49,,
7791000076371,Puravit Apósitos adhesivos x20 x2,1950,,,49,,0
7791000076388,Kindel Agua oxigenada 10 vol 500ml x2,33650,51750,,49,,68
7791000076395,Kindel Solución fisiológica 500ml,24250,,,49,,
7791000076401,Puravit Gasas estériles 10x10 x10,1900,,,49,,
7791000076418,Puravit Guantes de nitrilo x100 pack familiar,4550,,,49,,22
7791000076425,Pielsana Solución fisiológica 500ml pack familiar,8700,,,49,,
7791000076432,Puravit Termómetro digital pack familiar,14150,,,49,,88
7791000076449,Puravit Bolsa de agua caliente 2L uso hospitalario,23500,,,49,,
7791000076456,Puravit Venda elástica 10cm uso hospitalario,17750,,,49,,199
7791000076463,Kindel Gasas estériles 10x10 x10 uso hospitalario,8250,,,49,,177
7791000076470,Pielsana Férula inmovilizadora de dedo x2,6900,,,49,,83
7791000076487,Puravit Oxímetro de pulso x2,12400,,,49,/img/demo/prod-6.svg,
7791000076494,Pielsana Botiquín primeros auxilios completo uso hospitalario,29100,,,49,,
7791000076500,Pielsana Apósitos adhesivos x20 uso hospitalario,2600,,,49,,
7791000076517,Kindel Algodón hidrófilo 200g x2,2450,,,49,/img/demo/prod-1.svg,25
7791000076524,Pielsana Férula inmovilizadora de dedo,20500,,,49,/img/demo/prod-1.svg,22
7791000076531,Puravit Bolsa de agua caliente 2L pack familiar,34500,38350,,49,,6
7791000076548,Kindel Agua oxigenada 10 vol 500ml pack familiar,5000,,,49,,0
7791000076555,Puravit Cinta hipoalergénica 2.5cm uso hospitalario,24000,,,49,,206
7791000076562,Puravit Guantes de nitrilo x100 uso hospitalario,11350,,,49,,
7791000076579,Puravit Jeringa descartable 5ml x10,12800,,,49,/img/demo/prod-8.svg,166
7791000076586,Kindel Barbijo tricapa x50 pack familiar,2650,,,49,/img/demo/prod-5.svg,199
7791000076593,Puravit Apósitos adhesivos x20,1300,,,49,,0
7791000076609,Pielsana Barbijo tricapa x50 x2,6650,,,49,/img/demo/prod-4.svg,8
7791000076616,Pielsana Venda elástica 10cm pack familiar,3550,,,49,,
7791000076623,Pielsana Termómetro digital x2,22650,32350,,49,,79
7791000076630,Puravit Cinta hipoalergénica 2.5cm,11350,,,49,,
7791000076647,Pielsana Bolsa de agua caliente 2L pack familiar,20150,,,49,,167
7791000076654,Kindel Jeringa descartable 5ml x10,5550,,,49,,
7791000076661,Pielsana Termómetro digital uso hospitalario,9950,,,49,,
7791000076678,Kindel Tensiómetro digital de brazo,29950,46100,,49,,
7791000076685,Puravit Test de embarazo uso hospitalario,21100,,,49,,
7791000076692,Kindel Termómetro digital pack familiar,23650,,,49,,
7791000076708,Puravit Alcohol etílico 96% 500ml uso hospitalario,5150,,3x2,49,,203
7791000076715,Puravit Gasas estériles 10x10 x10 pack familiar,9950,,,49,,147
7791000076722,Kindel Barbijo tricapa x50,11800,,,49,/img/demo/prod-4.svg,
7791000076739,Kindel Termómetro digital,6150,,,49,,
7791000076746,Kindel Algodón hidrófilo 200g uso hospitalario,22200,34150,,49,/img/demo/prod-7.svg,4
7791000076753,Pielsana Oxímetro de pulso pack familiar,12200,18750,,49,,89
7791000076760,Pielsana Apósitos adhesivos x20,17650,,,49,,40
7791000076777,Kindel Férula inmovilizadora de dedo,17150,34300,,49,,0
7791000076784,Pielsana Antiséptico en spray 100ml,8100,,,49,,21
7791000076791,Kindel Solución fisiológica 500ml pack familiar,1400,,,49,,17
7791000076807,Pielsana Termómetro digital pack familiar,26750,38200,,49,,
7791000076814,Puravit Collarín cervical blando x2,16850,,,49,,106
7791000076821,Kindel Test de embarazo x2,5250,,,49,,76
7791000076838,Puravit Termómetro digital uso hospitalario,12200,,,49,,
7791000076845,Puravit Agua oxigenada 10 vol 500ml,1450,,,49,,115
7791000076852,Puravit Collarín cervical blando pack familiar,7700,,,49,,
7791000076869,Pielsana Antiséptico en spray 100ml x2,6600,,,49,,
7791000076876,Puravit Antiséptico en spray 100ml,22650,,,49,/img/demo/prod-8.svg,212
7791000076883,Pielsana Tensiómetro digital de brazo uso hospitalario,4900,,,49,,
7791000076890,Pielsana Agua oxigenada 10 vol 500ml,1750,,,49,,
7791000076906,Puravit Botiquín primeros auxilios completo pack familiar,28700,44150,,49,,150
7791000076913,Puravit Alcohol etílico 96% 500ml,13300,,,49,,
7791000076920,Kindel Alcohol etílico 96% 500ml uso hospitalario,12750,,,49,,
7791000076937,Pielsana Barbijo tricapa x50 pack familiar,17450,,,49,,204
7791000076944,Puravit Férula inmovilizadora de dedo pack familiar,26700,,3x2,49,,
7791000076951,Kindel Guantes de nitrilo x100,6200,,,49,,235
7791000076968,Puravit Botiquín primeros auxilios completo x2,10450,,,49,,63
7791000076975,Pielsana Cinta hipoalergénica 2.5cm x2,21250,26550,,49,,
7791000076982,Kindel Solución fisiológica 500ml x2,5900,,,49,,
7791000076999,Puravit Bolsa de agua caliente 2L,3450,5750,Oferta,49,,
7791000077002,Puravit Oxímetro de pulso,13750,16200,,49,,
7791000077019,Pielsana Gasas estériles 10x10 x10,19550,,,49,,
7791000077026,Pielsana Collarín cervical blando pack familiar,3350,,,49,,131
7791000077033,Kindel Cinta hipoalergénica 2.5cm pack familiar,20600,,,49,,201
7791000077040,Puravit Agua oxigenada 10 vol 500ml pack familiar,36650,,,49,,
7791000077057,Kindel Guantes de nitrilo x100 x2,6400,,,49,,130
7791000077064,Kindel Algodón hidrófilo 200g,34450,,,49,,
7791000077071,Puravit Solución fisiológica 500ml,11950,,,49,,
7791000077088,Puravit Tensiómetro digital de brazo,2400,,,49,,
7791000077095,Kindel Collarín cervical blando,9950,,,49,,
7791000077101,Kindel Bolsa de agua caliente 2L,10000,,,49,,
7791000077118,Puravit Termómetro digital x2,23450,,3x2,49,,
7791000077125,Pielsana Agua oxigenada 10 vol 500ml pack familiar,21000,,,49,/img/demo/prod-1.svg,
7791000077132,Kindel Oxímetro de pulso x2,2350,,,49,,
7791000077149,Pielsana Test de embarazo x2,7550,,,49,/img/demo/prod-1.svg,188
7791000077156,Kindel Oxímetro de pulso pack familiar,8000,,,49,,
7791000077163,Kindel Antiséptico en spray 100ml uso hospitalario,16850,,,49,,178
7791000077170,Kindel Apósitos adhesivos x20,1250,,,49,,227
7791000077187,Kindel Oxímetro de pulso,10500,,,49,,
7791000077194,Kindel Férula inmovilizadora de dedo uso hospitalario,29150,,,49,,
7791000077200,Pielsana Agua oxigenada 10 vol 500ml uso hospitalario,11100,,,49,,174
7791000077217,Puravit Collarín cervical blando,10400,,,49,,
7791000077224,Puravit Guantes de nitrilo x100,22000,,,49,,
7791000077231,Kindel Venda elástica 10cm x2,16250,27100,Oferta,49,/img/demo/prod-6.svg,138
7791000077248,Puravit Cinta hipoalergénica 2.5cm x2,14600,,,49,,20
7791000077255,Pielsana Férula inmovilizadora de dedo uso hospitalario,25000,,,49,,132
7791000077262,Kindel Algodón hidrófilo 200g pack familiar,1200,,,49,,
